location,size,total_sqft,bath,price,bhk,price_per_sqft
Brookefield,2 BHK,1142.0,2.0,70.0,2,6129
Kothannur,3 BHK,1853.0,3.0,82.0,3,4425
Kasturi Nagar,2 BHK,1567.0,2.0,92.0,2,5871
Electronics City Phase 1,2 BHK,1175.0,2.0,51.47,2,4380
Subramanyapura,2 BHK,1200.0,2.0,52.0,2,4333
Magadi Road,2 BHK,884.0,2.0,41.1,2,4649
Yeshwanthpur,2 BHK,1170.0,2.0,57.0,2,4871
Electronic City,2 BHK,1342.0,2.0,73.3,2,5461
Uttarahalli,2 BHK,1345.0,2.0,67.0,2,4981
Kodigehaali,3 BHK,1320.0,3.0,65.0,3,4924
Raja Rajeshwari Nagar,2 BHK,1140.0,2.0,49.39,2,4332
Hosa Road,3 BHK,1652.0,3.0,85.0,3,5145
Thigalarapalya,3 BHK,2072.0,4.0,142.0,3,6853
Arekere,3 BHK,1740.0,2.0,95.0,3,5459
Electronic City,3 BHK,1360.0,2.0,71.0,3,5220
Hosur Road,3 BHK,1145.0,2.0,60.0,3,5240
Electronic City Phase II,1 BHK,630.0,1.0,40.0,1,6349
Kanakpura Road,3 BHK,1100.0,3.0,58.0,3,5272
other,7 Bedroom,2500.0,6.0,115.0,7,4600
Hosur Road,5 Bedroom,3300.0,5.0,240.0,5,7272
Gunjur,3 BHK,1356.0,2.0,66.0,3,4867
TC Palaya,3 Bedroom,1200.0,2.0,66.0,3,5500
other,2 BHK,1180.0,2.0,69.0,2,5847
Whitefield,2 BHK,1116.0,2.0,51.91,2,4651
Varthur,2 BHK,1385.0,2.0,80.0,2,5776
Varthur,1 Bedroom,1000.0,1.0,70.0,1,7000
Whitefield,3 BHK,1897.0,3.0,130.0,3,6852
Magadi Road,2 BHK,1005.0,2.0,55.78,2,5550
Subramanyapura,2 BHK,975.0,2.0,65.0,2,6666
Hennur Road,3 BHK,1904.0,3.0,120.0,3,6302
Kanakpura Road,1 BHK,525.0,1.0,26.0,1,4952
Electronic City Phase II,2 Bedroom,2400.0,3.0,150.0,2,6250
Sarjapur  Road,3 Bedroom,2238.0,3.0,140.0,3,6255
Harlur,2 BHK,1174.0,2.0,69.0,2,5877
Thubarahalli,4 Bedroom,3800.0,4.0,239.0,4,6289
Whitefield,3 BHK,2225.0,2.0,125.0,3,5617
Jigani,2 BHK,918.0,2.0,52.0,2,5664
Sarjapur  Road,3 BHK,1800.0,3.0,110.0,3,6111
Marathahalli,2 BHK,1170.0,2.0,53.0,2,4529
Bannerghatta Road,2 BHK,793.0,2.0,45.0,2,5674
Jakkur,3 BHK,1710.0,3.0,107.0,3,6257
Kambipura,3 BHK,1082.0,2.0,57.5,3,5314
Konanakunte,2 Bedroom,884.0,1.0,58.0,2,6561
Marathahalli,2 BHK,1019.0,2.0,49.86,2,4893
Ambedkar Nagar,3 BHK,1935.0,4.0,130.0,3,6718
Kasavanhalli,3 BHK,1799.0,3.0,90.0,3,5002
other,2 BHK,1282.0,2.0,87.0,2,6786
NGR Layout,2 BHK,1020.0,2.0,45.9,2,4500
Whitefield,2 BHK,1495.0,2.0,79.5,2,5317
Kasavanhalli,4 Bedroom,3260.0,4.0,240.0,4,7361
other,3 Bedroom,1500.0,2.0,95.0,3,6333
Sahakara Nagar,3 BHK,1500.0,2.0,95.0,3,6333
Hosa Road,3 BHK,1639.0,3.0,80.0,3,4881
Raja Rajeshwari Nagar,2 BHK,1303.0,2.0,55.79,2,4281
Brookefield,3 BHK,1440.0,2.0,68.0,3,4722
Sarjapur,3 BHK,900.0,2.0,42.0,3,4666
BEML Layout,2 BHK,1060.0,2.0,55.0,2,5188
NGR Layout,2 BHK,1020.0,2.0,48.45,2,4750
Varthur,3 BHK,1535.0,3.0,65.99,3,4299
other,2 BHK,1350.0,2.0,80.0,2,5925
Sarjapur  Road,2 BHK,1115.0,2.0,50.0,2,4484
Whitefield,2 BHK,1113.0,2.0,62.0,2,5570
Giri Nagar,2 BHK,650.0,2.0,42.0,2,6461
Marathahalli,2 BHK,1325.0,2.0,71.55,2,5400
Jakkur,3 BHK,1396.0,2.0,86.51,3,6196
Rachenahalli,2 BHK,1050.0,2.0,52.07,2,4959
Thanisandra,3 BHK,1825.0,3.0,100.0,3,5479
Marathahalli,2 BHK,1220.0,2.0,56.5,2,4631
NRI Layout,3 BHK,1565.0,2.0,75.0,3,4792
Hennur Road,3 BHK,1891.0,3.0,109.0,3,5764
Hosa Road,2 BHK,1161.0,2.0,55.15,2,4750
other,8 Bedroom,2400.0,6.0,125.0,8,5208
Yeshwanthpur,1 BHK,665.0,1.0,36.85,1,5541
Mysore Road,2 BHK,1175.0,2.0,73.5,2,6255
Hoodi,2 BHK,1425.0,2.0,80.0,2,5614
ITPL,3 Bedroom,1200.0,3.0,56.12,3,4676
Somasundara Palya,2 BHK,1255.0,2.0,67.0,2,5338
Hegde Nagar,3 BHK,2112.95,4.0,145.0,3,6862
Haralur Road,3 BHK,1810.0,3.0,100.0,3,5524
Harlur,2 BHK,1033.0,2.0,49.0,2,4743
ITPL,3 BHK,1548.0,3.0,89.5,3,5781
Vidyaranyapura,3 BHK,1485.0,2.0,67.0,3,4511
Pattandur Agrahara,2 BHK,1025.0,2.0,44.5,2,4341
other,2 BHK,1225.0,2.0,53.0,2,4326
5th Phase JP Nagar,2 BHK,1256.0,2.0,62.8,2,5000
Whitefield,4 BHK,2268.0,3.0,163.0,4,7186
Kanakpura Road,3 BHK,1100.0,3.0,53.0,3,4818
other,2 BHK,1141.0,2.0,62.0,2,5433
Chandapura,2 Bedroom,1400.0,2.0,60.0,2,4285
Sahakara Nagar,2 BHK,1100.0,2.0,56.0,2,5090
Kanakpura Road,3 BHK,1843.0,3.0,95.84,3,5200
Horamavu Banaswadi,2 BHK,1460.0,2.0,80.5,2,5513
Rachenahalli,3 BHK,1530.0,2.0,74.5,3,4869
Vittasandra,2 BHK,1246.0,2.0,64.5,2,5176
Kanakapura,1 BHK,711.0,1.0,38.0,1,5344
Hoodi,2 BHK,1420.0,2.0,75.0,2,5281
Kathriguppe,3 BHK,1250.0,2.0,68.75,3,5500
Akshaya Nagar,2 BHK,1280.0,2.0,58.0,2,4531
other,5 Bedroom,4200.0,5.0,225.0,5,5357
other,3 BHK,1800.0,3.0,90.0,3,5000
Whitefield,3 BHK,1560.0,2.0,72.0,3,4615
Brookefield,3 BHK,2169.0,4.0,115.0,3,5301
Rachenahalli,2 BHK,1050.0,2.0,55.5,2,5285
Iblur Village,3 BHK,3235.0,3.0,235.0,3,7264
TC Palaya,3 Bedroom,1200.0,3.0,66.0,3,5500
Horamavu Agara,3 BHK,1560.0,3.0,75.0,3,4807
JP Nagar,2 BHK,1100.0,2.0,70.0,2,6363
Hebbal,2 BHK,1036.0,2.0,50.0,2,4826
Akshaya Nagar,3 BHK,1662.0,3.0,85.1,3,5120
Yelachenahalli,3 BHK,1464.0,2.0,105.0,3,7172
Yelahanka,2 BHK,1234.0,2.0,80.0,2,6482
other,4 Bedroom,915.0,4.0,54.9,4,6000
Kanakapura,2 BHK,929.0,2.0,46.0,2,4951
TC Palaya,3 Bedroom,1350.0,2.0,75.0,3,5555
other,2 BHK,1405.0,2.0,70.0,2,4982
Haralur Road,4 BHK,2805.0,4.0,154.0,4,5490
Yeshwanthpur,2 BHK,1161.0,2.0,64.08,2,5519
Kanakpura Road,2 BHK,1290.0,2.0,74.0,2,5736
Yeshwanthpur,3 BHK,2557.0,3.0,141.0,3,5514
other,3 BHK,1480.0,3.0,90.0,3,6081
Banashankari,3 BHK,1470.0,2.0,88.64,3,6029
Sarjapur  Road,2 BHK,1346.0,2.0,61.92,2,4600
other,3 BHK,1600.0,3.0,90.0,3,5625
Jigani,2 BHK,918.0,2.0,48.0,2,5228
Yelahanka,2 BHK,1315.0,2.0,85.0,2,6463
Uttarahalli,3 BHK,1390.0,2.0,62.55,3,4500
other,3 BHK,1824.0,3.0,125.0,3,6853
7th Phase JP Nagar,3 BHK,1420.0,2.0,96.0,3,6760
Jalahalli East,3 BHK,1260.0,2.0,60.0,3,4761
Hennur Road,3 BHK,1561.0,3.0,95.0,3,6085
Haralur Road,2 BHK,1225.0,2.0,67.38,2,5500
Thanisandra,3 BHK,2144.0,3.0,135.0,3,6296
Hoodi,3 BHK,1639.0,3.0,110.0,3,6711
Thanisandra,3 BHK,1240.0,2.0,62.0,3,5000
Kanakpura Road,2 BHK,1500.0,2.0,69.0,2,4600
Marathahalli,3 BHK,1575.0,3.0,78.0,3,4952
Haralur Road,2 BHK,1027.0,2.0,44.0,2,4284
Kambipura,3 BHK,1082.0,2.0,56.0,3,5175
Konanakunte,3 BHK,1637.0,3.0,73.0,3,4459
Kanakpura Road,3 BHK,1665.0,3.0,86.58,3,5200
Electronic City,2 BHK,1265.0,2.0,56.93,2,4500
Electronic City,3 BHK,1691.0,2.0,102.0,3,6031
Choodasandra,2 BHK,1115.0,2.0,50.0,2,4484
Budigere,2 BHK,1162.0,2.0,57.0,2,4905
Mahadevpura,2 BHK,1192.0,2.0,75.0,2,6291
Haralur Road,3 BHK,1920.0,3.0,115.0,3,5989
other,3 BHK,1600.0,3.0,75.0,3,4687
other,2 BHK,1225.0,2.0,55.11,2,4498
Kasturi Nagar,3 BHK,1570.0,3.0,80.0,3,5095
Thanisandra,2 BHK,1093.0,2.0,70.0,2,6404
Vittasandra,2 BHK,1246.0,2.0,64.5,2,5176
Electronic City Phase II,2 BHK,775.0,2.0,38.0,2,4903
other,2 BHK,1000.0,2.0,50.0,2,5000
Dasarahalli,3 BHK,1520.0,2.0,75.0,3,4934
Whitefield,2 BHK,1360.0,2.0,95.0,2,6985
other,4 Bedroom,6000.0,5.0,400.0,4,6666
Kodigehaali,2 BHK,1117.0,2.0,56.0,2,5013
EPIP Zone,2 BHK,1330.0,2.0,92.5,2,6954
Electronic City,2 BHK,1128.0,2.0,65.49,2,5805
Neeladri Nagar,2 BHK,1053.0,2.0,45.0,2,4273
Panathur,2 BHK,1198.0,2.0,77.0,2,6427
Marathahalli,2 BHK,1152.0,2.0,56.0,2,4861
Frazer Town,2 BHK,1625.0,2.0,75.0,2,4615
Kambipura,2 BHK,883.0,2.0,45.0,2,5096
Kaggalipura,1 BHK,700.0,1.0,38.0,1,5428
Yelahanka,2 BHK,1170.0,2.0,62.5,2,5341
other,3 BHK,2400.0,3.0,170.0,3,7083
other,2 BHK,1480.0,2.0,65.0,2,4391
Akshaya Nagar,3 BHK,1897.0,3.0,120.0,3,6325
Rachenahalli,2 BHK,996.0,2.0,67.0,2,6726
Haralur Road,3 BHK,1875.0,3.0,110.0,3,5866
other,3 BHK,1500.0,2.0,98.0,3,6533
Yelahanka,3 BHK,1450.0,3.0,65.255,3,4500
Yelahanka,1 BHK,697.0,1.0,45.0,1,6456
Sompura,3 BHK,1025.0,2.0,48.0,3,4682
Magadi Road,2 BHK,1000.0,2.0,46.5,2,4650
Bellandur,2 BHK,1281.0,2.0,74.0,2,5776
Cooke Town,1 BHK,565.0,1.0,35.0,1,6194
Banashankari,3 BHK,1300.0,2.0,75.0,3,5769
Hosur Road,3 BHK,1510.0,2.0,105.0,3,6953
Kaggalipura,2 BHK,950.0,2.0,65.0,2,6842
Battarahalli,3 BHK,1945.0,3.0,97.42,3,5008
Uttarahalli,2 BHK,1008.0,2.0,45.0,2,4464
Thanisandra,3 BHK,1265.0,2.0,79.0,3,6245
Hebbal,3 BHK,1255.0,2.0,77.68,3,6189
Kudlu Gate,3 BHK,1535.0,3.0,85.0,3,5537
other,3 Bedroom,1500.0,3.0,100.0,3,6666
Uttarahalli,3 BHK,1390.0,2.0,60.47,3,4350
other,2 BHK,1133.0,2.0,55.0,2,4854
Kogilu,2 BHK,1170.0,2.0,51.99,2,4443
Whitefield,3 BHK,1697.0,3.0,94.79,3,5585
Thanisandra,3 BHK,1651.0,3.0,97.38,3,5898
Hennur Road,3 BHK,1192.0,2.0,60.0,3,5033
OMBR Layout,2 BHK,1078.0,2.0,65.0,2,6029
Kasavanhalli,2 BHK,1349.0,2.0,78.0,2,5782
7th Phase JP Nagar,3 BHK,1680.0,3.0,120.0,3,7142
Rayasandra,3 BHK,1314.0,2.0,63.0,3,4794
Garudachar Palya,2 BHK,1060.0,2.0,48.7,2,4594
Kalyan nagar,2 BHK,820.0,2.0,39.0,2,4756
other,2 BHK,856.0,2.0,40.0,2,4672
ITPL,3 Bedroom,1200.0,3.0,68.4,3,5700
other,4 Bedroom,14000.0,3.0,800.0,4,5714
other,3 BHK,1384.0,3.0,62.28,3,4500
Devanahalli,2 BHK,1408.0,2.0,85.0,2,6036
Uttarahalli,2 BHK,1150.0,2.0,49.0,2,4260
Akshaya Nagar,3 BHK,1410.0,2.0,75.0,3,5319
Kaggadasapura,4 BHK,2150.0,4.0,100.0,4,4651
other,3 BHK,1508.0,3.0,70.25,3,4658
Ramamurthy Nagar,2 BHK,1040.0,2.0,50.0,2,4807
TC Palaya,2 Bedroom,1240.0,2.0,60.0,2,4838
Kudlu Gate,3 BHK,1535.0,3.0,78.0,3,5081
Lakshminarayana Pura,2 BHK,1180.0,2.0,75.0,2,6355
Bannerghatta Road,2 BHK,1400.0,2.0,78.0,2,5571
Raja Rajeshwari Nagar,1 BHK,500.0,1.0,25.0,1,5000
Sarjapur  Road,3 BHK,1984.0,4.0,146.0,3,7358
Sarjapur  Road,2 BHK,1035.0,2.0,45.0,2,4347
Whitefield,3 BHK,1700.0,3.0,115.0,3,6764
Tumkur Road,3 BHK,1586.0,3.0,100.0,3,6305
Chikka Tirupathi,4 Bedroom,2325.0,4.0,120.0,4,5161
Yelahanka,2 BHK,1120.0,2.0,55.0,2,4910
Sarjapur  Road,2 BHK,1128.0,2.0,59.0,2,5230
Jigani,2 BHK,924.0,2.0,65.0,2,7034
Amruthahalli,2 BHK,1200.0,2.0,55.0,2,4583
other,2 BHK,1250.0,2.0,62.0,2,4960
Kannamangala,2 BHK,957.0,2.0,56.0,2,5851
other,2 BHK,1050.0,2.0,67.0,2,6380
Kasturi Nagar,3 BHK,1565.0,3.0,88.5,3,5654
Whitefield,2 BHK,1190.0,2.0,57.0,2,4789
Whitefield,3 Bedroom,2842.0,3.0,162.0,3,5700
Electronics City Phase 1,1 BHK,630.0,1.0,39.0,1,6190
Whitefield,3 BHK,1403.0,2.0,60.81,3,4334
Kanakpura Road,3 BHK,1542.0,2.0,85.0,3,5512
Kengeri Satellite Town,3 BHK,1635.0,2.0,78.0,3,4770
Mysore Road,2 BHK,1239.0,2.0,53.0,2,4277
other,3 BHK,1596.0,3.0,105.0,3,6578
Hosa Road,3 BHK,1726.0,3.0,81.99,3,4750
Kudlu Gate,3 BHK,1535.0,3.0,86.0,3,5602
Banashankari Stage V,3 BHK,1300.0,2.0,58.5,3,4500
other,3 BHK,1800.0,3.0,80.0,3,4444
TC Palaya,3 Bedroom,1500.0,2.0,100.0,3,6666
other,2 BHK,925.0,2.0,48.0,2,5189
other,2 BHK,1395.0,2.0,63.59,2,4558
Kasavanhalli,2 BHK,1121.0,2.0,78.0,2,6958
KR Puram,2 BHK,1100.0,2.0,47.0,2,4272
Hoodi,3 BHK,1606.0,3.0,89.55,3,5575
Billekahalli,3 BHK,1650.0,3.0,88.0,3,5333
Old Airport Road,2 BHK,1206.0,2.0,75.0,2,6218
Sarjapur  Road,3 BHK,1495.0,2.0,64.0,3,4280
Balagere,2 BHK,1210.0,2.0,72.0,2,5950
Rachenahalli,1 BHK,680.0,1.0,44.0,1,6470
Hebbal,3 BHK,1355.0,3.0,83.87,3,6189
Electronic City,2 BHK,1070.0,2.0,56.1,2,5242
other,3 Bedroom,1200.0,3.0,85.0,3,7083
Electronic City,4 Bedroom,2000.0,4.0,120.0,4,6000
Marathahalli,3 BHK,1610.0,3.0,90.0,3,5590
Jakkur,4 BHK,3467.86,6.0,249.0,4,7180
Rachenahalli,3 BHK,1530.0,2.0,74.4,3,4862
7th Phase JP Nagar,2 BHK,980.0,2.0,69.0,2,7040
Whitefield,3 BHK,1485.0,3.0,65.0,3,4377
Whitefield,2 BHK,1280.0,2.0,75.0,2,5859
Thanisandra,2 BHK,1265.0,2.0,85.0,2,6719
other,2 BHK,1132.0,2.0,67.0,2,5918
other,2 BHK,1262.0,2.0,63.0,2,4992
JP Nagar,2 BHK,940.0,2.0,49.0,2,5212
other,3 BHK,1515.0,3.0,88.0,3,5808
Electronic City,2 BHK,890.0,2.0,45.0,2,5056
other,3 BHK,1655.0,3.0,86.06,3,5200
Hennur Road,3 BHK,2060.0,3.0,149.0,3,7233
Bommanahalli,3 BHK,1730.0,3.0,96.0,3,5549
Yelahanka,3 BHK,2195.0,4.0,127.0,3,5785
KR Puram,2 Bedroom,1200.0,2.0,71.0,2,5916
other,7 Bedroom,5000.0,7.0,299.0,7,5980
Yelahanka,2 BHK,1075.0,2.0,51.5,2,4790
other,2 BHK,1380.0,2.0,80.0,2,5797
other,3 BHK,1450.0,3.0,65.0,3,4482
Thubarahalli,2 BHK,1200.0,2.0,78.0,2,6500
Hoodi,3 BHK,1639.0,3.0,98.32,3,5998
other,2 BHK,1200.0,2.0,54.0,2,4500
Vijayanagar,3 BHK,1739.0,3.0,116.0,3,6670
Thanisandra,1 RK,510.0,1.0,25.25,1,4950
BEML Layout,2 BHK,999.0,2.0,45.0,2,4504
Hoodi,4 BHK,2090.0,4.0,95.1,4,4550
Lingadheeranahalli,3 BHK,1519.0,3.0,93.0,3,6122
Dommasandra,3 BHK,1267.0,3.0,56.0,3,4419
Sanjay nagar,2 BHK,1150.0,2.0,72.2,2,6278
Marathahalli,2 BHK,1146.0,2.0,70.0,2,6108
Electronics City Phase 1,1 BHK,785.0,1.0,55.0,1,7006
Raja Rajeshwari Nagar,3 BHK,1610.0,3.0,74.0,3,4596
Bellandur,2 BHK,921.0,2.0,40.0,2,4343
Bannerghatta Road,5 Bedroom,2700.0,5.0,158.0,5,5851
Sarjapur  Road,3 BHK,1700.0,3.0,110.0,3,6470
Billekahalli,2 BHK,1090.0,2.0,52.0,2,4770
Haralur Road,2 BHK,1027.0,2.0,44.0,2,4284
Harlur,2 BHK,1197.0,2.0,84.0,2,7017
Poorna Pragna Layout,2 BHK,920.0,2.0,39.55,2,4298
Raja Rajeshwari Nagar,2 BHK,1105.0,2.0,65.0,2,5882
Yeshwanthpur,3 BHK,1850.0,3.0,100.0,3,5405
Judicial Layout,3 BHK,1300.0,3.0,64.0,3,4923
other,3 BHK,1595.0,3.0,76.0,3,4764
Horamavu Agara,2 BHK,755.0,2.0,37.49,2,4965
Kanakpura Road,3 BHK,1300.0,2.0,69.0,3,5307
Kanakpura Road,2 BHK,900.0,2.0,46.0,2,5111
Banashankari Stage III,2 BHK,1145.0,2.0,58.4,2,5100
other,2 BHK,1093.0,2.0,65.0,2,5946
Bannerghatta Road,3 BHK,1654.0,3.0,100.0,3,6045
NGR Layout,2 BHK,1105.0,2.0,52.48,2,4749
other,2 BHK,1367.0,2.0,62.0,2,4535
Devanahalli,2 BHK,1010.0,2.0,51.0,2,5049
other,3 BHK,1535.0,3.0,95.0,3,6188
Horamavu Agara,2 BHK,982.0,2.0,47.65,2,4852
Whitefield,2 BHK,1330.0,2.0,71.0,2,5338
JP Nagar,3 Bedroom,2500.0,3.0,135.0,3,5400
Bhoganhalli,3 BHK,1410.0,3.0,65.0,3,4609
Yelahanka,3 BHK,1614.0,3.0,95.0,3,5885
Neeladri Nagar,2 BHK,1363.0,2.0,68.0,2,4988
Kogilu,2 Bedroom,650.0,2.0,28.0,2,4307
other,2 BHK,1015.0,2.0,45.0,2,4433
other,2 BHK,1100.0,2.0,62.7,2,5700
other,2 BHK,930.0,2.0,45.0,2,4838
other,3 BHK,1650.0,2.0,80.0,3,4848
Karuna Nagar,4 BHK,2900.0,3.0,135.0,4,4655
Kadugodi,3 BHK,1890.0,4.0,127.0,3,6719
HRBR Layout,2 BHK,1440.0,2.0,98.0,2,6805
Kodichikkanahalli,1 BHK,650.0,1.0,38.0,1,5846
Hoodi,3 BHK,1445.0,3.0,65.0,3,4498
Kanakpura Road,2 BHK,900.0,1.0,45.0,2,5000
Singasandra,2 BHK,1030.0,2.0,55.0,2,5339
other,2 BHK,1100.0,2.0,60.0,2,5454
Thigalarapalya,2 Bedroom,1200.0,2.0,65.0,2,5416
Akshaya Nagar,3 BHK,1360.0,2.0,85.0,3,6250
Jakkur,3 BHK,1865.0,3.0,124.0,3,6648
Sarjapur  Road,3 BHK,1157.0,2.0,75.0,3,6482
Kammasandra,2 BHK,674.0,2.0,29.0,2,4302
Whitefield,3 BHK,1405.0,2.0,78.0,3,5551
Hebbal,3 BHK,1790.0,3.0,127.0,3,7094
Electronic City,2 BHK,1128.0,2.0,65.65,2,5820
Panathur,2 BHK,1180.0,2.0,70.0,2,5932
other,3 BHK,1450.0,2.0,85.0,3,5862
Rachenahalli,2 BHK,1050.0,2.0,53.5,2,5095
Vittasandra,2 BHK,1246.0,2.0,68.0,2,5457
HSR Layout,2 BHK,1372.0,2.0,61.0,2,4446
Bannerghatta,4 Bedroom,810.0,4.0,50.0,4,6172
Hebbal,2 BHK,687.325,2.0,42.72,2,6215
other,2 BHK,1050.0,2.0,45.0,2,4285
Electronic City,2 BHK,865.0,2.0,42.0,2,4855
other,3 BHK,1756.0,3.0,100.0,3,5694
5th Phase JP Nagar,2 BHK,1207.0,2.0,63.0,2,5219
Kalena Agrahara,3 BHK,1765.0,3.0,125.0,3,7082
other,3 BHK,1532.0,3.0,92.0,3,6005
other,3 BHK,1650.0,3.0,110.0,3,6666
Doddathoguru,2 BHK,1200.0,2.0,75.0,2,6250
other,2 BHK,1200.0,2.0,66.0,2,5500
Whitefield,3 BHK,2225.0,3.0,115.0,3,5168
other,3 BHK,1435.0,3.0,70.0,3,4878
Whitefield,3 BHK,1541.0,3.0,72.0,3,4672
Ramagondanahalli,3 BHK,1610.0,2.0,111.0,3,6894
Jalahalli,2 BHK,1694.0,2.0,125.0,2,7378
Raja Rajeshwari Nagar,2 BHK,1258.0,2.0,63.53,2,5050
Electronic City,2 BHK,910.0,2.0,42.0,2,4615
Varthur,2 BHK,1012.0,2.0,66.5,2,6571
Mahadevpura,2 BHK,1260.0,2.0,57.6,2,4571
Sarjapur  Road,2 BHK,1282.0,2.0,72.0,2,5616
Kanakpura Road,3 BHK,1843.0,3.0,92.15,3,5000
Hebbal,4 BHK,2790.0,5.0,198.0,4,7096
EPIP Zone,2 BHK,1330.0,2.0,86.98,2,6539
Konanakunte,3 BHK,1400.0,2.0,73.0,3,5214
Whitefield,2 BHK,1192.0,2.0,71.0,2,5956
Vijayanagar,3 BHK,1490.0,3.0,100.0,3,6711
Rayasandra,3 BHK,1373.0,3.0,72.0,3,5243
Kadugodi,4 Bedroom,3750.0,4.0,210.0,4,5600
HSR Layout,3 BHK,1750.0,3.0,95.0,3,5428
Malleshpalya,2 BHK,1052.0,2.0,50.0,2,4752
Horamavu Banaswadi,2 BHK,1180.0,2.0,58.0,2,4915
Hoodi,4 Bedroom,2863.0,4.0,140.0,4,4889
other,2 BHK,1300.0,2.0,60.0,2,4615
other,2 Bedroom,3040.0,1.0,180.0,2,5921
Hosur Road,3 BHK,1427.0,2.0,80.63,3,5650
Begur,3 BHK,1580.0,3.0,75.0,3,4746
Chikka Tirupathi,3 Bedroom,1808.0,4.0,80.27,3,4439
Kanakpura Road,2 BHK,900.0,2.0,46.0,2,5111
Kanakpura Road,2 BHK,900.0,2.0,46.0,2,5111
Singasandra,4 Bedroom,3850.0,6.0,195.0,4,5064
Yelachenahalli,2 BHK,2400.0,1.0,150.0,2,6250
other,4 Bedroom,1200.0,4.0,72.0,4,6000
other,2 BHK,1135.0,2.0,68.0,2,5991
Hoodi,3 BHK,1512.0,3.0,75.77,3,5011
other,2 BHK,900.0,2.0,55.0,2,6111
Jigani,3 BHK,1230.0,3.0,54.0,3,4390
Whitefield,2 BHK,1277.0,2.0,61.3,2,4800
Kengeri,5 Bedroom,8000.0,5.0,500.0,5,6250
other,2 BHK,1210.0,2.0,62.0,2,5123
Yelahanka,2 BHK,890.0,2.0,40.0,2,4494
Ardendale,4 BHK,3198.0,4.0,200.0,4,6253
Rajiv Nagar,3 BHK,1690.0,3.0,125.0,3,7396
other,3 BHK,1600.0,3.0,80.0,3,5000
Marathahalli,4 BHK,4000.0,5.0,212.0,4,5300
Munnekollal,3 BHK,1390.0,3.0,68.0,3,4892
Kudlu Gate,3 BHK,1564.0,2.0,92.0,3,5882
Sarjapur  Road,4 BHK,3430.0,6.0,228.5,4,6661
Kothannur,3 BHK,1300.0,2.0,60.0,3,4615
Chikkabanavar,3 Bedroom,1600.0,2.0,80.0,3,5000
Ramamurthy Nagar,3 Bedroom,1600.0,3.0,75.0,3,4687
Hennur Road,3 BHK,1482.0,2.0,92.0,3,6207
Marsur,3 Bedroom,1000.0,4.0,66.0,3,6600
Shampura,2 BHK,1200.0,2.0,53.0,2,4416
Kengeri,2 BHK,1200.0,2.0,58.0,2,4833
Nagarbhavi,3 Bedroom,2400.0,3.0,160.0,3,6666
Marathahalli,3 BHK,1469.0,3.0,89.0,3,6058
Kanakapura,1 BHK,551.0,1.0,30.0,1,5444
Electronics City Phase 1,2 BHK,1160.0,2.0,52.0,2,4482
Balagere,2 BHK,1205.0,2.0,78.5,2,6514
Gubbalala,3 BHK,1745.0,3.0,125.0,3,7163
other,2 BHK,1100.0,2.0,50.0,2,4545
Ramamurthy Nagar,2 Bedroom,1200.0,3.0,72.0,2,6000
other,2 BHK,1269.72,2.0,68.0,2,5355
Electronic City Phase II,2 BHK,1266.0,2.0,59.0,2,4660
Mysore Road,2 BHK,1060.0,2.0,62.0,2,5849
other,3 Bedroom,1168.0,3.0,70.0,3,5993
Talaghattapura,3 BHK,2038.5,3.0,120.0,3,5886
other,4 Bedroom,2100.0,4.0,155.0,4,7380
other,2 BHK,1300.0,2.0,65.0,2,5000
Horamavu Agara,3 BHK,1650.0,2.0,75.0,3,4545
other,3 BHK,1515.0,3.0,93.93,3,6200
Raja Rajeshwari Nagar,2 BHK,1157.0,2.0,53.8,2,4649
Konanakunte,4 BHK,3000.0,4.0,160.0,4,5333
Basavangudi,3 BHK,2200.0,2.0,162.0,3,7363
other,2 BHK,1243.0,2.0,58.0,2,4666
Rachenahalli,3 BHK,1530.0,2.0,74.39,3,4862
Yelahanka,3 BHK,1815.0,3.0,82.0,3,4517
Hennur Road,2 BHK,1232.0,2.0,89.0,2,7224
Yelahanka,1 BHK,654.0,1.0,38.4,1,5871
Bannerghatta Road,2 BHK,1181.0,2.0,55.0,2,4657
other,3 BHK,1616.0,3.0,75.0,3,4641
Whitefield,3 BHK,1626.0,3.0,89.0,3,5473
Whitefield,3 BHK,1585.0,3.0,88.0,3,5552
Kanakpura Road,2 BHK,1495.0,2.0,90.0,2,6020
Old Madras Road,4 BHK,3715.0,6.0,224.5,4,6043
Hebbal,2 BHK,1080.0,2.0,54.0,2,5000
Kaikondrahalli,3 BHK,1645.0,3.0,100.0,3,6079
other,1 BHK,595.0,1.0,42.0,1,7058
JP Nagar,4 BHK,4624.5,4.0,314.5,4,6800
other,2 BHK,1410.0,2.0,67.0,2,4751
Ramagondanahalli,1 Bedroom,540.0,1.0,30.0,1,5555
Sarjapur  Road,2 BHK,1300.0,2.0,60.0,2,4615
9th Phase JP Nagar,3 BHK,1890.0,2.0,85.0,3,4497
other,7 Bedroom,2800.0,7.0,125.0,7,4464
Kathriguppe,3 BHK,1245.0,2.0,68.48,3,5500
other,2 BHK,1170.0,2.0,86.0,2,7350
Panathur,2 BHK,1193.0,2.0,86.0,2,7208
Gunjur,3 BHK,1600.0,3.0,75.0,3,4687
Electronics City Phase 1,3 BHK,1750.0,3.0,84.0,3,4800
Whitefield,2 BHK,1125.0,2.0,62.0,2,5511
